0.16075,-0.034992,0.25953,-0.33579,-0.10864,0.42912,0.015742,-0.17995,0.1936,-0.10582,-0.016297,-0.35499,-0.055017,0.065727,0.078028,0.027495,0.19061,-0.4158,-0.37599,-0.062087
0.44732,0.3139,0.43218,0.004523,0.47621,-0.33585,0.17863,0.28718,0.41941,0.264,-0.070417,0.32588,-0.45739,-0.088359,-0.0097199,0.076179,-0.010634,-0.31832,-0.12836,-0.17595
0.070226,0.54067,-0.14839,-0.36103,0.46825,-0.1394,0.04302,0.28152,0.65197,-0.016674,2.0286,-0.31243,0.073712,0.19272,1.8452,-1.9286,1.5866,0.27664,0.41353,0.077913
0.036741,-0.2052,0.27863,0.23882,0.17677,0.23539,-0.31763,-0.24369,0.086497,-0.26513,0.068606,-0.15813,0.31196,0.4739,-0.046048,-0.24169,0.23246,-0.55859,0.091104,-0.30268
-0.44832,-0.22827,-0.42372,0.27332,-0.24661,0.49894,-0.43211,-0.13579,-0.056241,0.19721,0.20242,-0.16499,0.094501,-0.17118,0.13962,-0.14348,0.20666,-0.31541,-0.066526,0.1085
-0.14856,1.1805,0.504,-0.02935,-0.4614,0.6034,1.0096,-0.87306,1.3432,0.47889,5.2906,0.10275,1.2769,0.04864,-1.6542,-1.2597,2.5248,1.1302,-0.66232,-0.60302
0.33588,0.14448,-0.0074466,-0.14032,0.43218,0.2011,0.40092,0.058168,0.21214,-0.46456,0.11478,0.25553,0.15559,0.53837,-0.048565,-0.080347,-0.11727,-0.46991,-0.031259,0.27459
0.32843,-0.2655,0.005979,0.014615,-0.20937,-0.17992,-0.39341,0.36669,-0.12606,-0.13047,-0.11235,0.45011,0.52843,0.38585,-0.078577,0.02777,0.061658,0.25242,-0.19373,-0.54359
0.34196,-0.28718,-0.42398,0.22205,-0.089704,0.4708,0.13019,-0.33626,0.29931,-0.085059,0.104,-0.1415,-0.31218,-0.30866,-0.032916,-0.068802,0.094335,-0.3693,0.0068465,0.054156
-0.23836,0.33287,-0.38508,0.14185,0.28804,0.46003,-0.15767,0.44582,0.15691,-0.16885,-0.029484,-0.19587,0.22385,-0.44573,-0.14057,-0.064578,-0.033267,-0.33754,0.27753,-0.34846
-0.11715,0.42575,-0.15345,0.74356,0.40122,-0.11542,0.67142,-0.44658,1.192,-0.48829,2.9319,-0.075105,0.86897,0.017096,4.0585,-5.3837,-1.5643,1.1979,-0.35924,-0.27626
0.20799,-0.016018,0.23852,0.34929,0.026029,-0.32852,0.3102,0.33884,0.018945,0.0012288,0.19825,-0.31185,-0.46959,0.4235,0.18536,-0.33127,0.066929,0.25025,0.038705,-0.10888
-0.019637,-0.0032566,0.21366,-0.033339,-0.38896,-0.27711,-0.076411,-0.050902,0.47199,0.13175,-0.13077,0.33617,-0.37763,-0.11358,0.10728,0.11569,0.043594,-0.12289,0.032152,-0.19024
0.36541,0.17004,0.16873,0.072815,0.16962,0.37518,-0.37705,0.40328,0.21893,0.39202,0.013076,-0.08831,-0.3726,-0.39636,0.19839,-0.077518,0.21647,0.39714,-0.40107,0.21899
0.034853,-0.039021,-0.40777,-0.096195,-0.019023,-0.27667,0.28013,0.078066,0.34577,0.57668,-0.26231,-0.21872,-0.025609,-0.079366,-0.037367,0.15325,-0.11714,-0.0074177,-0.3305,0.35936
-0.063799,0.023105,0.28708,-0.17108,-0.63145,0.63843,0.32132,-0.40388,0.074947,1.0282,-1.6149,0.22324,0.0068287,0.13909,0.0055911,2.6246,-1.5885,0.13011,-0.17209,-0.040904
0.014467,-0.022904,0.32246,-0.040465,0.33022,-0.27632,0.057372,-0.14362,-0.068682,-0.049668,0.045148,-0.21688,-0.048602,-0.34537,-0.088734,-0.068223,-0.026587,0.15825,0.07632,-0.07188
-0.27206,0.045555,0.30366,0.089348,-0.34421,-0.37667,-0.41776,0.20555,-0.37815,-0.069849,0.074993,-0.25306,0.062204,0.39241,0.031259,-0.0070166,-0.017432,0.4737,-0.15431,-0.086695
0.30573,0.40573,0.27786,0.3149,-0.42853,-0.13696,-0.071249,0.33629,0.084753,-0.45733,0.04593,0.0016773,0.10455,0.35331,0.02854,-0.028754,0.055773,-0.13604,0.013062,0.36382
0.12151,-0.3499,0.45643,-0.16774,0.22933,-0.41866,-0.024988,-0.037551,0.014337,0.018118,0.04938,-0.35628,0.0052661,0.3799,-0.035948,0.017321,-0.19718,0.45556,-0.12289,0.044396
